Species,Age,Sex,AIV,Site,Latitude,Longitude,Year,Temperature,Population_Density
AMWI,HY,F,1,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
AMWI,HY,M,1,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
AMWI,HY,F,0,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
AGWT,HY,F,1,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
AGWT,HY,M,1,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
AGWT,HY,M,1,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
AGWT,HY,M,1,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
AGWT,HY,M,1,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
AGWT,HY,F,1,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
AGWT,HY,F,1,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
AGWT,HY,F,1,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
AGWT,HY,F,1,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
AGWT,HY,F,1,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
AGWT,HY,F,1,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
ABDU,HY,F,1,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
ABDU,HY,F,1,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
ABDU,HY,M,0,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
ABDU,HY,M,0,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
ABDU,HY,F,0,Eddy Road,45.83333333,-64.21666667,2005,16.03571429,1.198920811
MALL,AHY,F,1,Tantramar Wetlands Centre,45.9,-64.35,2005,15.95714286,1.158658042
MALL,AHY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,15.95714286,1.158658042
MALL,AHY,F,0,Tantramar Wetlands Centre,45.9,-64.35,2005,15.95714286,1.158658042
BWTE,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AMWI,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AMWI,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AMWI,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AGWT,HY,M,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
MALL,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,M,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,F,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,F,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,F,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,M,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,F,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,M,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
BWTE,HY,F,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AMWI,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AMWI,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AMWI,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AMWI,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AMWI,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AMWI,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AMWI,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AMWI,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AMWI,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AMWI,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AMWI,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AMWI,HY,M,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AMWI,HY,F,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AGWT,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AGWT,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AGWT,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AGWT,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AGWT,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AGWT,HY,M,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AGWT,HY,M,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AGWT,HY,M,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AGWT,HY,M,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AGWT,HY,M,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
AGWT,HY,M,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
ABDU,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
ABDU,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
ABDU,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
ABDU,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
ABDU,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
ABDU,HY,F,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
ABDU,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
ABDU,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
ABDU,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
ABDU,HY,M,1,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
ABDU,HY,M,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
ABDU,HY,M,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
ABDU,HY,M,0,McIver's,45.7,-64.35,2005,15.95714286,1.198920811
ABDU,HY,M,1,Bathurst Harbour,47.5,-65.63333333,2005,16.57857143,1.158658042
ABDU,HY,M,1,Bathurst Harbour,47.5,-65.63333333,2005,16.25,1.158658042
MALL,HY,M,0,Osler Marsh,44.083333,-78.916667,2005,18.59285714,1.406508401
MALL,HY,M,0,Osler Marsh,44.083333,-78.916667,2005,18.59285714,1.406508401
MALL,HY,F,0,Osler Marsh,44.083333,-78.916667,2005,18.59285714,1.406508401
ABDU,HY,M,0,Bathurst Harbour,47.5,-65.63333333,2005,15.92142857,1.158658042
MALL,HY,M,1,Osler Marsh,44.083333,-78.916667,2005,18.59285714,1.406508401
MALL,HY,M,1,Osler Marsh,44.083333,-78.916667,2005,18.59285714,1.406508401
MALL,HY,F,1,Osler Marsh,44.083333,-78.916667,2005,18.59285714,1.406508401
ABDU,HY,M,0,Bathurst Harbour,47.5,-65.63333333,2005,15.69285714,1.158658042
MALL,HY,M,1,Komoka,42.5,-81.2,2005,19.98571429,1.406508401
MALL,HY,M,0,Komoka,42.5,-81.2,2005,19.98571429,1.406508401
MALL,HY,F,1,Komoka,42.5,-81.2,2005,19.98571429,1.406508401
MALL,HY,M,1,Komoka,42.5,-81.2,2005,19.98571429,1.406508401
MALL,HY,F,0,Komoka,42.5,-81.2,2005,19.98571429,1.406508401
MALL,HY,F,0,Komoka,42.5,-81.2,2005,19.98571429,1.406508401
MALL,HY,F,0,Komoka,42.5,-81.2,2005,19.98571429,1.406508401
MALL,AHY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,15.75714286,1.158658042
MALL,HY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,15.75714286,1.158658042
MALL,AHY,F,1,Tantramar Wetlands Centre,45.9,-64.35,2005,15.75714286,1.158658042
MALL,AHY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,15.75714286,1.158658042
MALL,AHY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,15.75714286,1.158658042
MALL,HY,F,0,Tantramar Wetlands Centre,45.9,-64.35,2005,15.75714286,1.158658042
AGWT,HY,M,0,Allisary,46.36666667,-62.85,2005,16.01428571,2.139094222
BWTE,HY,M,1,Allisary,46.36666667,-62.85,2005,16.01428571,2.139094222
BWTE,HY,F,0,Allisary,46.36666667,-62.85,2005,16.01428571,2.139094222
BWTE,HY,F,0,Allisary,46.36666667,-62.85,2005,16.01428571,2.139094222
AMWI,HY,M,1,Allisary,46.36666667,-62.85,2005,16.01428571,2.139094222
AMWI,HY,M,0,Allisary,46.36666667,-62.85,2005,16.01428571,2.139094222
AGWT,HY,M,0,Allisary,46.36666667,-62.85,2005,16.01428571,2.139094222
ABDU,HY,M,0,Allisary,46.36666667,-62.85,2005,16.01428571,2.139094222
MALL,HY,F,0,Tantramar Wetlands Centre,45.9,-64.35,2005,15.67142857,1.158658042
MALL,HY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,15.67142857,1.158658042
MALL,AHY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,15.67142857,1.158658042
MALL,HY,F,0,Bathurst Harbour,47.5,-65.63333333,2005,14.9,1.158658042
MALL,HY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,15.49285714,1.158658042
MALL,HY,F,1,Tantramar Wetlands Centre,45.9,-64.35,2005,15.49285714,1.158658042
MALL,AHY,F,0,Tantramar Wetlands Centre,45.9,-64.35,2005,15.49285714,1.158658042
MALL,AHY,F,0,Tantramar Wetlands Centre,45.9,-64.35,2005,15.49285714,1.158658042
ABDU,AHY,M,0,Bathurst Harbour,47.5,-65.63333333,2005,14.46428571,1.158658042
ABDU,HY,F,0,Bathurst Harbour,47.5,-65.63333333,2005,14.46428571,1.158658042
MALL,AHY,M,1,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
AGWT,HY,F,0,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
ABDU,HY,M,0,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
MALL,AHY,M,1,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
MALL,HY,M,1,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
MALL,AHY,F,1,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
MALL,HY,M,1,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
MALL,AHY,M,0,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
MALL,AHY,F,0,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
AMWI,HY,F,1,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
AMWI,HY,M,1,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
AMWI,HY,M,1,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
AMWI,HY,F,1,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
AGWT,HY,F,1,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
AGWT,HY,M,1,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
AGWT,HY,F,0,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
ABDU,HY,F,1,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
ABDU,HY,M,1,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
ABDU,AHY,M,1,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
ABDU,HY,F,0,Amherst Point,45.78333333,-64.25,2005,15.49285714,1.198920811
MALL,HY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,15.4,1.158658042
MALL,AHY,F,1,Tantramar Wetlands Centre,45.9,-64.35,2005,15.4,1.158658042
MALL,HY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,15.4,1.158658042
MALL,AHY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,15.4,1.158658042
MALL,AHY,F,0,Tantramar Wetlands Centre,45.9,-64.35,2005,15.4,1.158658042
ABDU,HY,F,0,Bathurst Harbour,47.5,-65.63333333,2005,14.05,1.158658042
MALL,HY,M,1,East Amherst,45.85,-64.16666667,2005,14.69285714,1.198920811
ABDU,HY,M,1,East Amherst,45.85,-64.16666667,2005,14.69285714,1.198920811
MALL,HY,M,1,East Amherst,45.85,-64.16666667,2005,14.69285714,1.198920811
MALL,HY,F,0,East Amherst,45.85,-64.16666667,2005,14.69285714,1.198920811
AGWT,HY,F,1,East Amherst,45.85,-64.16666667,2005,14.69285714,1.198920811
AGWT,HY,M,0,East Amherst,45.85,-64.16666667,2005,14.69285714,1.198920811
AGWT,HY,F,0,East Amherst,45.85,-64.16666667,2005,14.69285714,1.198920811
AGWT,HY,F,0,East Amherst,45.85,-64.16666667,2005,14.69285714,1.198920811
AGWT,HY,M,0,East Amherst,45.85,-64.16666667,2005,14.69285714,1.198920811
ABDU,HY,F,0,East Amherst,45.85,-64.16666667,2005,14.69285714,1.198920811
ABDU,HY,F,0,East Amherst,45.85,-64.16666667,2005,14.69285714,1.198920811
ABDU,HY,F,1,Bathurst Harbour,47.5,-65.63333333,2005,13.74285714,1.158658042
ABDU,HY,M,1,Bathurst Harbour,47.5,-65.63333333,2005,13.74285714,1.158658042
ABDU,HY,F,1,Bathurst Harbour,47.5,-65.63333333,2005,12.86428571,1.158658042
MALL,HY,F,0,Tantramar Wetlands Centre,45.9,-64.35,2005,14.04285714,1.158658042
MALL,HY,M,0,Bathurst Harbour,47.5,-65.63333333,2005,12.51428571,1.158658042
MALL,AHY,M,0,Bathurst Harbour,47.5,-65.63333333,2005,12.51428571,1.158658042
ABDU,HY,M,1,Bathurst Harbour,47.5,-65.63333333,2005,12.51428571,1.158658042
ABDU,HY,F,0,Bathurst Harbour,47.5,-65.63333333,2005,12.51428571,1.158658042
MALL,AHY,F,0,Tantramar Wetlands Centre,45.9,-64.35,2005,13.37857143,1.158658042
MALL,AHY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,13.37857143,1.158658042
MALL,HY,F,0,Tantramar Wetlands Centre,45.9,-64.35,2005,13.37857143,1.158658042
MALL,AHY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,13.37857143,1.158658042
MALL,HY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,13.37857143,1.158658042
MALL,AHY,F,0,Tantramar Wetlands Centre,45.9,-64.35,2005,13.37857143,1.158658042
MALL,AHY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,13.37857143,1.158658042
MALL,AHY,F,0,Tantramar Wetlands Centre,45.9,-64.35,2005,13.37857143,1.158658042
MALL,AHY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,13.37857143,1.158658042
MALL,HY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,12.6,1.158658042
MALL,HY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,12.6,1.158658042
MALL,AHY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,12.6,1.158658042
MALL,AHY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,12.6,1.158658042
MALL,AHY,F,1,Tantramar Wetlands Centre,45.9,-64.35,2005,12.6,1.158658042
MALL,HY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,12.6,1.158658042
AMWI,HY,M,1,McIver's,45.7,-64.35,2005,12.59285714,1.198920811
ABDU,HY,M,1,McIver's,45.7,-64.35,2005,12.59285714,1.198920811
ABDU,HY,F,0,McIver's,45.7,-64.35,2005,12.59285714,1.198920811
MALL,HY,F,1,Tantramar Wetlands Centre,45.9,-64.35,2005,13.05,1.158658042
MALL,HY,F,1,Tantramar Wetlands Centre,45.9,-64.35,2005,13.05,1.158658042
MALL,HY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,13.05,1.158658042
MALL,HY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,13.05,1.158658042
MALL,HY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,13.05,1.158658042
MALL,HY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,13.05,1.158658042
MALL,HY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,13.05,1.158658042
MALL,AHY,F,0,Tantramar Wetlands Centre,45.9,-64.35,2005,13.05,1.158658042
MALL,HY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,13.05,1.158658042
MALL,HY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,13.05,1.158658042
MALL,HY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,13.05,1.158658042
MALL,HY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,13.05,1.158658042
MALL,HY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,12.37142857,1.158658042
ABDU,HY,M,1,Amherst Point,45.78333333,-64.25,2005,12.37142857,1.198920811
MALL,HY,F,0,Tantramar Wetlands Centre,45.9,-64.35,2005,12.5,1.158658042
MALL,AHY,F,0,Tantramar Wetlands Centre,45.9,-64.35,2005,12.5,1.158658042
MALL,HY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,12.5,1.158658042
MALL,AHY,F,1,Tantramar Wetlands Centre,45.9,-64.35,2005,12.36428571,1.158658042
MALL,AHY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,12.36428571,1.158658042
MALL,HY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,12.36428571,1.158658042
MALL,AHY,F,1,Tantramar Wetlands Centre,45.9,-64.35,2005,12.36428571,1.158658042
MALL,HY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,12.36428571,1.158658042
MALL,AHY,F,1,Tantramar Wetlands Centre,45.9,-64.35,2005,11.97142857,1.158658042
MALL,HY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,11.97142857,1.158658042
MALL,HY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,11.97142857,1.158658042
MALL,HY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,11.97142857,1.158658042
MALL,AHY,F,0,Tantramar Wetlands Centre,45.9,-64.35,2005,11.97142857,1.158658042
MALL,AHY,F,0,Tantramar Wetlands Centre,45.9,-64.35,2005,11.54285714,1.158658042
MALL,AHY,F,0,Tantramar Wetlands Centre,45.9,-64.35,2005,8.685714286,1.158658042
MALL,HY,F,1,Tantramar Wetlands Centre,45.9,-64.35,2005,8.685714286,1.158658042
MALL,AHY,F,1,Tantramar Wetlands Centre,45.9,-64.35,2005,8.685714286,1.158658042
MALL,HY,F,1,Tantramar Wetlands Centre,45.9,-64.35,2005,8.685714286,1.158658042
MALL,AHY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,8.685714286,1.158658042
MALL,HY,F,1,Tantramar Wetlands Centre,45.9,-64.35,2005,8.685714286,1.158658042
MALL,HY,F,1,Tantramar Wetlands Centre,45.9,-64.35,2005,8.735714286,1.158658042
MALL,HY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,8.735714286,1.158658042
MALL,HY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,8.735714286,1.158658042
MALL,HY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,8.5,1.158658042
MALL,HY,F,1,Tantramar Wetlands Centre,45.9,-64.35,2005,8.5,1.158658042
MALL,HY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,8.5,1.158658042
MALL,AHY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,8.5,1.158658042
MALL,AHY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,8.5,1.158658042
MALL,AHY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,8.5,1.158658042
ABDU,HY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,8.5,1.158658042
MALL,HY,F,1,Tantramar Wetlands Centre,45.9,-64.35,2005,8.135714286,1.158658042
MALL,AHY,M,1,Tantramar Wetlands Centre,45.9,-64.35,2005,8.135714286,1.158658042
MALL,AHY,M,0,Tantramar Wetlands Centre,45.9,-64.35,2005,8.135714286,1.158658042
ABDU,HY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,F,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,HY,F,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,HY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
NOPI,HY,F,1,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
NOPI,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
NOPI,AHY,F,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
NOPI,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
NOPI,HY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
MALL,AHY,M,1,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
MALL,AHY,M,1,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
MALL,AHY,F,1,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
MALL,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
MALL,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
MALL,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
MALL,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,1,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,F,1,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,1,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,1,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,HY,F,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,HY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,F,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,HY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,HY,F,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,HY,F,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,HY,F,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,HY,F,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
MBDH,HY,F,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,HY,F,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,HY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,F,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,HY,F,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
ABDU,AHY,M,0,Quidi Vidi Lake,47.583333,-52.683333,2005,4.392857143,0.442213449
